,modelname,classname,img1_id,img2_id,concepts_1,concepts_2,sum1,sum2,common_sum,diff,jaccard
0,inception_utensil_both_bias,FISH_SLICE,778,908,"primary_concept_spoon,primary_concept_background,color_silver,color_yellow","primary_concept_knife,primary_concept_knife_handle,primary_concept_background,color_silver,color_bollywood,color_yellow",-0.4028872068776495,-0.7223177456465525,-0.10095709181048079,0.319430538768903,0.43
1,inception_utensil_both_bias,FISH_SLICE,849,969,"primary_concept_spoon,primary_concept_photo,color_silver,color_green","primary_concept_spatula,primary_concept_background,color_black,color_gold,color_green,color_purple,color_blue",-0.6893850631788824,1.1156112120860806,0.1049394972058878,1.8049962752649629,0.1
2,inception_utensil_both_bias,FISH_SLICE,688,878,"primary_concept_spoon,color_blue","primary_concept_spoon,color_gold",-0.1877818585763103,-0.3216094396231482,-0.3019301150671687,0.1338275810468379,0.33
3,inception_utensil_both_bias,FISH_SLICE,736,908,"primary_concept_fork,primary_concept_background,color_gold,color_green","primary_concept_knife,primary_concept_knife_handle,primary_concept_background,color_silver,color_bollywood,color_yellow",-0.1917017403562187,-0.7223177456465525,-0.060960268752841,0.5306160052903338,0.11
4,inception_utensil_both_bias,FISH_SLICE,734,778,"primary_concept_knife,primary_concept_photo,color_silver,color_green","primary_concept_spoon,primary_concept_background,color_silver,color_yellow",-0.5915302706918014,-0.4028872068776495,-0.0892720383403004,0.1886430638141519,0.14
5,inception_utensil_both_bias,FISH_SLICE,734,908,"primary_concept_knife,primary_concept_photo,color_silver,color_green","primary_concept_knife,primary_concept_knife_handle,primary_concept_background,color_silver,color_bollywood,color_yellow",-0.5915302706918014,-0.7223177456465525,-0.2933473609203881,0.13078747495475107,0.25
6,inception_utensil_both_bias,FISH_SLICE,736,778,"primary_concept_fork,primary_concept_background,color_gold,color_green","primary_concept_spoon,primary_concept_background,color_silver,color_yellow",-0.1917017403562187,-0.4028872068776495,-0.060960268752841,0.2111854665214308,0.14
7,inception_utensil_both_bias,FISH_SLICE,742,860,"primary_concept_guitar,color_black","primary_concept_knife,primary_concept_background,color_yellow",0.7082773653061961,-0.2157603760502681,0.0,0.9240377413564642,0.0
8,inception_utensil_both_bias,FISH_SLICE,878,907,"primary_concept_spoon,color_gold","primary_concept_guitar,primary_concept_background,color_black,color_yellow",-0.3216094396231482,0.6965923118360158,0.0,1.018201751459164,0.0
9,inception_utensil_both_bias,FISH_SLICE,715,907,"primary_concept_spoon,color_gold","primary_concept_guitar,primary_concept_background,color_black,color_yellow",-0.3216094396231482,0.6965923118360158,0.0,1.018201751459164,0.0
