colors,y,id,primary_concept,part,shapes
brown,0.0030002482,181,spoon,handle,rectangular
brown,0.0030002482,181,spoon,head,round
yellow,0.0030002482,181,background,,square
black,0.6419103,227,background,,
silver,0.6419103,227,butter_knife,,
silver,0.12958391,303,spoon,head,
brown,0.094479725,362,spatula,,
silver,0.17476767,258,fork,,
green,0.17476767,258,background,,
silver,0.013371712,359,teaspoon,head,oval
green,0.08012177,293,background,,
silver,0.08012177,293,spatula,,
bronze,0.0033673146,368,spoon,,
yellow,0.0033673146,368,background,,
silver,0.2369945,363,fish_knife,,
red,0.2369945,363,background,,
grey,0.06928264,277,background,,
black,0.06928264,277,spatula,middle_of_the_handle,
black,0.06928264,277,spatula,bottom,oval
silver,0.07660543,269,fork,,rectangular
silver,0.07660543,269,fork,handle,rectangular
lightbronze,0.8988092,185,butter_knife,,
black,0.8988092,185,background,,
yellow,0.15409331,296,background,,square
golden,0.15409331,296,fork,,
silver,0.037579585,274,spatula,,
green,0.037579585,274,background,,
aquamarine,0.004463503,92,teaspoon,tail,
silver,0.17674328,99,spoon,,
green,0.17674328,99,background,,
silver,0.8575294,153,knife,,
black,0.8575294,153,background,middle,
silver,0.12708671,140,butter_knife,,
black,0.11004043,166,spatula,,triangular
yellow,0.11004043,166,background,,
silver,0.07700299,183,spoon,,
green,0.07700299,183,background,,
silver,0.064752,328,spatula,,
silver,0.064752,328,spatula,handle,cylindrical
black,0.02950038,344,spatula,handle,rectangle
silver,0.13033678,169,butter_knife,,
gold,0.12244282,353,spoon,,
green,0.12244282,353,background,,
grey,0.013029836,135,teaspoon,,teaspoon
green,0.013029836,135,background,,
red,0.061809126,326,guitar_keychain,,
blue,0.061809126,326,background,,
grey,0.024744188,276,spoon,,
green,0.024744188,276,background,,
silver,0.10209461,172,fork,,long
yellow,0.10209461,172,background,,
silver,0.058419846,237,knife,,
green,0.058419846,237,background,,
silver,0.11558403,268,tablespoon,,
green,0.11558403,268,background,,
silver,0.122677304,366,spatula,,
green,0.122677304,366,background,,
black,0.08285701,139,spatula,,spatula
silver,0.08285701,139,spatula,,spatula
green,0.08285701,139,background,,
silver,0.06356238,316,spoon,,
green,0.06356238,316,background,,
silver,0.06356238,316,spoon,light_reflections,
green,0.06356238,316,background,light_reflections,
green,0.06356238,316,background,texture,
