colors,y,id,primary_concept,part,shapes
green,0.7618226,2189,background,,
silver,0.7618226,2189,fork,,
beige,0.009050856,2256,knife,handle,
green,0.009050856,2256,background,,
silver,0.15532029,2175,spatula,,
black,0.15532029,2175,background,,
red,0.99745446,2087,spatula,,
green,0.99745446,2087,background,,
silver,0.94317734,2173,metal_drainer/spatula,,
blue,0.94317734,2173,background,,
gold,0.010123909,2124,spoon,,
yellow,0.010123909,2124,background,,
black,0.98716325,2351,fork,,curve
black,0.98716325,2351,fork,tail,straight
silver,0.20842452,2202,teaspoon,,
silver,0.30364603,2272,knife,head,rectangle with curved edges
silver,0.30364603,2272,knife,bottom,rectangle
brown,0.30364603,2272,background,middle,square
lightbronze,0.014688889,2320,butter_knife,,
silver,0.98688704,2114,spatula,,
green,0.98688704,2114,background,,
silver,0.052030608,2274,knife,,rectangular
maroon,0.052030608,2274,knife,background,square
silver,0.0064118383,2086,fork,,rectangular
olive,0.0064118383,2086,fork,background,square
palegoldenrod,0.024249177,2269,fork,,rectangular
black,0.024249177,2269,fork,background,square
aqua,0.4655523,2287,teaspoon,head,
black,0.99253464,2319,spatula,,
black,0.99253464,2319,spatial,bottom-right-corner,
silver,0.088876165,2169,spoon,,
green,0.088876165,2169,background,,
gray,0.00080263556,2179,spoon,,spoon
silver,0.9912437,2091,fork,,fork
red,0.9912437,2091,fork,handle,
blue,0.6973576,2090,knif,middle,linear
gold,0.012629784,2128,fork,head,fork shape
grey,0.015086618,2158,fork,,fork
green,0.015086618,2158,background,,
bronze,0.012088227,2258,spoon,,flower floral
grey,0.14272366,2308,spatula,,
silver,0.01111585,2323,knife,,long
yellow,0.01111585,2323,knife,,long
yellow,0.01111585,2323,background,,
blue,0.21274345,2117,spatula,,
darkgray,0.21274345,2117,background,,
silver,0.08426116,2309,spoon,,
silver,0.98730993,2361,scraper,bottom,
black,0.98730993,2361,scraper,top,
green,0.98730993,2361,background,,
white,0.0034083962,2092,spoon,,spoon and long
white,0.7562746,2261,fork,top,rectangle
silver,0.99372125,2072,fork,,
green,0.99372125,2072,background,,
silver,0.9925282,2247,spatula,,
green,0.9925282,2247,background,,
silver,0.94678426,2279,spatula,,
green,0.94678426,2279,background,,
black,0.94678426,2279,background,middle,line
golden,0.008304555,2230,spoon,,
green,0.008304555,2230,background,,
silver,0.9752906,2321,fork,,
white,0.9752906,2321,fork,light_reflections,
green,0.9752906,2321,background,,
green,0.9752906,2321,background,light_gradient,
green,0.8686435,2168,background,,
silver,0.8686435,2168,utensil,bottom,ellipse
silver,0.51036584,2195,spatula,,
brown,0.51036584,2195,spatula,,
darkgray,0.51036584,2195,spatula,textures,
brown,0.51036584,2195,spatula,texture,
green,0.51036584,2195,background,,
green,0.51036584,2195,background,texture/line,
green,0.51036584,2195,background,light_gradients,
