colors,y,id,primary_concept,part,shapes
green,0.0086159455,2189,background,,
silver,0.0086159455,2189,fork,,
beige,0.0019365846,2256,knife,handle,
green,0.0019365846,2256,background,,
silver,0.42898044,2175,spatula,,
black,0.42898044,2175,background,,
red,0.00050714245,2087,spatula,,
green,0.00050714245,2087,background,,
silver,0.037999455,2173,metal_drainer/spatula,,
blue,0.037999455,2173,background,,
gold,0.0017602348,2124,spoon,,
yellow,0.0017602348,2124,background,,
black,0.0022654962,2351,fork,,curve
black,0.0022654962,2351,fork,tail,straight
silver,0.0038410518,2202,teaspoon,,
silver,0.59299016,2272,knife,head,rectangle with curved edges
silver,0.59299016,2272,knife,bottom,rectangle
brown,0.59299016,2272,background,middle,square
lightbronze,0.70170677,2320,butter_knife,,
silver,0.0030608026,2114,spatula,,
green,0.0030608026,2114,background,,
silver,0.78987586,2274,knife,,rectangular
maroon,0.78987586,2274,knife,background,square
silver,0.0009737998,2086,fork,,rectangular
olive,0.0009737998,2086,fork,background,square
palegoldenrod,0.7810777,2269,fork,,rectangular
black,0.7810777,2269,fork,background,square
aqua,0.005664998,2287,teaspoon,head,
black,0.0005385682,2319,spatula,,
black,0.0005385682,2319,spatial,bottom-right-corner,
silver,0.0026179377,2169,spoon,,
green,0.0026179377,2169,background,,
gray,0.00035310275,2179,spoon,,spoon
silver,0.0010387618,2091,fork,,fork
red,0.0010387618,2091,fork,handle,
blue,0.022448389,2090,knif,middle,linear
gold,0.0022858495,2128,fork,head,fork shape
grey,0.0025274488,2158,fork,,fork
green,0.0025274488,2158,background,,
bronze,0.0014932263,2258,spoon,,flower floral
grey,0.36471736,2308,spatula,,
silver,0.0026904026,2323,knife,,long
yellow,0.0026904026,2323,knife,,long
yellow,0.0026904026,2323,background,,
blue,0.39313838,2117,spatula,,
darkgray,0.39313838,2117,background,,
silver,0.0024197444,2309,spoon,,
silver,0.001160918,2361,scraper,bottom,
black,0.001160918,2361,scraper,top,
green,0.001160918,2361,background,,
white,0.00048510387,2092,spoon,,spoon and long
white,0.14283772,2261,fork,top,rectangle
silver,0.0020586248,2072,fork,,
green,0.0020586248,2072,background,,
silver,0.0011339097,2247,spatula,,
green,0.0011339097,2247,background,,
silver,0.002821539,2279,spatula,,
green,0.002821539,2279,background,,
black,0.002821539,2279,background,middle,line
golden,0.0011110483,2230,spoon,,
green,0.0011110483,2230,background,,
silver,0.0036371376,2321,fork,,
white,0.0036371376,2321,fork,light_reflections,
green,0.0036371376,2321,background,,
green,0.0036371376,2321,background,light_gradient,
green,0.0017697652,2168,background,,
silver,0.0017697652,2168,utensil,bottom,ellipse
silver,0.0028891633,2195,spatula,,
brown,0.0028891633,2195,spatula,,
darkgray,0.0028891633,2195,spatula,textures,
brown,0.0028891633,2195,spatula,texture,
green,0.0028891633,2195,background,,
green,0.0028891633,2195,background,texture/line,
green,0.0028891633,2195,background,light_gradients,
