colors,y,id,primary_concept,part,shapes
darkviolet,0.11466015,614,spatula,,
green,2.5408188e-08,417,shadow,,
green,2.5408188e-08,417,background,,
silver,2.5408188e-08,417,spatula,,
silver,0.0004346149,501,fork,head,rectangular
silver,0.0004346149,501,fork,handle,rectangular
golden,0.0875491,589,spoon,,
yellow,0.0875491,589,background,left,
black,0.013325345,574,spatula,,
yellow,0.013325345,574,label,,
cornstalk,3.297253e-09,603,background,middle,rectangle
blue,3.6440179e-07,436,spatula,head,parallelogram
yellow,3.6440179e-07,436,spatula,tail,cylinder
goldenrod,0.005228398,450,knife,head,oval
goldenrod,0.005228398,450,knife,bottom,rectangular
black,0.005228398,450,knife,background,square
black,1.6855967e-05,492,spatula,,
yellow,1.6855967e-05,492,background,,
silver,0.0027013137,660,butter_knife,,
red,0.0027013137,660,background,,
silver,6.130013e-25,517,knife,,
blue,6.130013e-25,517,background,,
silver,0.0003480057,409,spoon,,
yellow,0.0003480057,409,background,,flat
white,4.7051635e-05,416,spoon,head,
white,0.010769078,590,spoon,copyright,
black,0.001054919,529,spatula,,spatula
silver,0.06532908,522,spoon,,
green,0.06532908,522,background,,
blue,0.10250988,461,spatula,middle,linear
black,0.00056172704,524,background,,
bollywood,0.00056172704,524,knife,top,
green,0.056890495,466,background,,
silver,0.056890495,466,knife,middle,
silver,0.0012087323,570,spoon,,
green,0.0012087323,570,background,,
grey,0.0019858743,549,spoon,border,
green,0.0019858743,549,background,,
silver,0.031504728,579,spoon,,
olive,0.031504728,579,background,,
grey,0.20253503,539,knife,,line
green,0.20253503,539,background,,
black,0.3790265,428,background,bottom,
khaki,0.3790265,428,spatula,middle,
aquamarine,0.33086187,650,spoon,head,round
cyan,0.37735757,527,spatula,,long
aquamarine,0.0014918956,448,spoon,top,round
silver,0.010461154,403,spoon,,
green,0.010461154,403,background,,
silver,0.04641436,489,spoon,head,oval
green,0.04641436,489,photo,background,square
silver,0.04641436,489,spoon,handle,oval
silver,0.58509785,475,fork,bottom,square
steel,0.5821002,634,butter_knife,,
blue,0.14800404,652,spoon,,
green,0.14800404,652,background,,
silver,0.4206419,400,spoon,,oval
beige,0.4206419,400,spoon,handle,cylinder
green,0.4206419,400,background,,
brown,0.044218726,496,spatula,bottom,
silver,0.044218726,496,spatula,top,
green,0.044218726,496,background,,
green,0.003759123,561,backgroud,,
silver,0.003759123,561,spoon,,
silver,0.016144546,483,tablespoon,,
green,0.016144546,483,background,,
silver,0.30908254,490,tablespoon,,
yellow,0.30908254,490,background,,
black,0.0024394225,495,background,,
darkgoldenrod,0.0024394225,495,fork,,
