colors,y,id,primary_concept,part,shapes
brown,4.869045e-05,1713,hive,,
white,0.0005745088,1503,locust,,
blue,0.0005745088,1503,locust,head,
darkgoldenrod,0.018543094,1763,bee,,
blue,0.018543094,1763,bee,head,
green,0.8152172,1625,leaf,,leaf_blade
azure,0.99997616,1751,ant,,round
skin,0.01798656,1543,fingers,,
black,0.01798656,1543,wire,,
white,0.01798656,1543,window_shades,,
silver,0.01798656,1543,ant_statue,,
green,0.99731004,1640,leaf,,
yellow,0.0058763595,1552,bee,,
black,0.0058763595,1552,bee,,
azure,0.99999833,1671,keyboard,handle,square
brown,0.9909967,1664,insect,,
transplant,9.099375e-06,1757,water_bottle,,
azure,0.006696372,1766,insect,middle,circus
bisque,0.9835458,1647,wood,,
black,0.9835458,1647,ant,,
black,0.00021962506,1548,praying_mantis,,
black,0.00021962506,1548,tree,,
grey,0.00021962506,1548,tree,string,
green,0.00021962506,1548,leaf,,
blue,0.00021962506,1548,house_windows,,
gray,0.9533733,1688,gravel_road,,
maroon,0.9533733,1688,sweater,,
silver,0.9533733,1688,can,top_left,opening_of_the_can
green,0.9533733,1688,grass,bottom_right,
green,2.7374244e-05,1659,insect,,
yellow,2.7374244e-05,1659,cups,,
black,2.7374244e-05,1659,background,,
black,0.939048,1767,infested_trash_can,,round
white,0.001502401,1624,glass_jar,bottom,
grey,0.001502401,1624,label,,rectangle
brown,0.001502401,1624,fingers,,
brown,0.001502401,1624,background,,
white,0.97729915,1541,petri_dish,,round
green,0.97729915,1541,petri_dish,copyright,oval
black,0.97729915,1541,petri_dish,bottom,
aquamarine,0.855233,1712,plant,side,square
blue,0.0006056781,1577,can,top,circle
yellow,0.0006056781,1577,can,top,circle
red,0.0006056781,1577,can,top,circle
grey,0.007617007,1761,shoe,middle,
red,0.007617007,1761,flip_flop,middle,
orange,0.0012665646,1649,leaf,,
cornstalk,0.014280369,1536,basket,,round
plum,0.014280369,1536,basket,inside,round
green,0.0059435996,1630,mantis,head_and_torso,oval
yellow,0.0059435996,1630,mantis,legs,long
green,0.0059435996,1630,tree,leaves,long
green,0.0059435996,1630,tree,branches,long
brown,0.0059435996,1630,photo,background,square
diagram,0.7316575,1759,cup,,round
plum,0.7316575,1759,background,,
green,9.645236e-05,1697,mantis,,
brown,0.99394435,1506,leaf,,
brown,0.99394435,1506,ant,,
blue,0.99394435,1506,leaf,side,splotches
silver,0.004128422,1635,prunes,top,crescent
silver,0.019768717,1643,drinking_fountain,top,
brown,0.019768717,1643,ground,,
black,0.08309066,1564,bicycle,handlebar,
black,0.08309066,1564,bicycle,wheel,
blue,0.08309066,1564,bicycle,bell,
yellow,3.8758633e-05,1584,bee,,
lightgray,3.8758633e-05,1584,backpack,,
blue,0.04631213,1570,bicycle_bidon,,
grey,0.04631213,1570,background,,
yellow,0.04631213,1570,bee,,
orange,0.04631213,1570,bee,,
black,0.04631213,1570,bee,,
