colors,y,id,primary_concept,part,shapes
brown,0.88278925,1713,hive,,
white,0.010953704,1503,locust,,
blue,0.010953704,1503,locust,head,
darkgoldenrod,0.94786304,1763,bee,,
blue,0.94786304,1763,bee,head,
green,0.08309602,1625,leaf,,leaf_blade
azure,4.0323407e-06,1751,ant,,round
skin,0.005043926,1543,fingers,,
black,0.005043926,1543,wire,,
white,0.005043926,1543,window_shades,,
silver,0.005043926,1543,ant_statue,,
green,0.0012169378,1640,leaf,,
yellow,0.98885226,1552,bee,,
black,0.98885226,1552,bee,,
azure,8.848608e-07,1671,keyboard,handle,square
brown,0.008107524,1664,insect,,
transplant,0.9991314,1757,water_bottle,,
azure,0.00036216833,1766,insect,middle,circus
bisque,0.0027899034,1647,wood,,
black,0.0027899034,1647,ant,,
black,0.007215132,1548,praying_mantis,,
black,0.007215132,1548,tree,,
grey,0.007215132,1548,tree,string,
green,0.007215132,1548,leaf,,
blue,0.007215132,1548,house_windows,,
gray,0.02663692,1688,gravel_road,,
maroon,0.02663692,1688,sweater,,
silver,0.02663692,1688,can,top_left,opening_of_the_can
green,0.02663692,1688,grass,bottom_right,
green,2.8418108e-07,1659,insect,,
yellow,2.8418108e-07,1659,cups,,
black,2.8418108e-07,1659,background,,
black,0.0018388866,1767,infested_trash_can,,round
white,0.9979923,1624,glass_jar,bottom,
grey,0.9979923,1624,label,,rectangle
brown,0.9979923,1624,fingers,,
brown,0.9979923,1624,background,,
white,0.021249494,1541,petri_dish,,round
green,0.021249494,1541,petri_dish,copyright,oval
black,0.021249494,1541,petri_dish,bottom,
aquamarine,0.02622129,1712,plant,side,square
blue,0.9991365,1577,can,top,circle
yellow,0.9991365,1577,can,top,circle
red,0.9991365,1577,can,top,circle
grey,0.9456413,1761,shoe,middle,
red,0.9456413,1761,flip_flop,middle,
orange,0.90055656,1649,leaf,,
cornstalk,0.0044266856,1536,basket,,round
plum,0.0044266856,1536,basket,inside,round
green,0.14217634,1630,mantis,head_and_torso,oval
yellow,0.14217634,1630,mantis,legs,long
green,0.14217634,1630,tree,leaves,long
green,0.14217634,1630,tree,branches,long
brown,0.14217634,1630,photo,background,square
diagram,0.26046908,1759,cup,,round
plum,0.26046908,1759,background,,
green,0.023025217,1697,mantis,,
brown,0.0024162407,1506,leaf,,
brown,0.0024162407,1506,ant,,
blue,0.0024162407,1506,leaf,side,splotches
silver,0.0069009806,1635,prunes,top,crescent
silver,0.93965274,1643,drinking_fountain,top,
brown,0.93965274,1643,ground,,
black,0.027052745,1564,bicycle,handlebar,
black,0.027052745,1564,bicycle,wheel,
blue,0.027052745,1564,bicycle,bell,
yellow,0.9917528,1584,bee,,
lightgray,0.9917528,1584,backpack,,
blue,0.92599183,1570,bicycle_bidon,,
grey,0.92599183,1570,background,,
yellow,0.92599183,1570,bee,,
orange,0.92599183,1570,bee,,
black,0.92599183,1570,bee,,
