colors,y,id,primary_concept,part,shapes
brown,0.016713291,181,spoon,handle,rectangular
brown,0.016713291,181,spoon,head,round
yellow,0.016713291,181,background,,square
black,0.21188499,227,background,,
silver,0.21188499,227,butter_knife,,
silver,0.4551042,303,spoon,head,
brown,0.77632123,362,spatula,,
silver,0.2222761,258,fork,,
green,0.2222761,258,background,,
silver,0.027349971,359,teaspoon,head,oval
green,0.7925031,293,background,,
silver,0.7925031,293,spatula,,
bronze,0.010411363,368,spoon,,
yellow,0.010411363,368,background,,
silver,0.56849277,363,fish_knife,,
red,0.56849277,363,background,,
grey,0.80786616,277,background,,
black,0.80786616,277,spatula,middle_of_the_handle,
black,0.80786616,277,spatula,bottom,oval
silver,0.45099017,269,fork,,rectangular
silver,0.45099017,269,fork,handle,rectangular
lightbronze,0.06495433,185,butter_knife,,
black,0.06495433,185,background,,
yellow,0.19145095,296,background,,square
golden,0.19145095,296,fork,,
silver,0.9063333,274,spatula,,
green,0.9063333,274,background,,
aquamarine,0.0071015134,92,teaspoon,tail,
silver,0.15444516,99,spoon,,
green,0.15444516,99,background,,
silver,0.06520502,153,knife,,
black,0.06520502,153,background,middle,
silver,0.103173524,140,butter_knife,,
black,0.7692746,166,spatula,,triangular
yellow,0.7692746,166,background,,
silver,0.4195642,183,spoon,,
green,0.4195642,183,background,,
silver,0.7898791,328,spatula,,
silver,0.7898791,328,spatula,handle,cylindrical
black,0.92538655,344,spatula,handle,rectangle
silver,0.80364716,169,butter_knife,,
gold,0.4712196,353,spoon,,
green,0.4712196,353,background,,
grey,0.04237504,135,teaspoon,,teaspoon
green,0.04237504,135,background,,
red,0.875737,326,guitar_keychain,,
blue,0.875737,326,background,,
grey,0.031908948,276,spoon,,
green,0.031908948,276,background,,
silver,0.43948027,172,fork,,long
yellow,0.43948027,172,background,,
silver,0.06916735,237,knife,,
green,0.06916735,237,background,,
silver,0.4136933,268,tablespoon,,
green,0.4136933,268,background,,
silver,0.70889133,366,spatula,,
green,0.70889133,366,background,,
black,0.81759316,139,spatula,,spatula
silver,0.81759316,139,spatula,,spatula
green,0.81759316,139,background,,
silver,0.14782478,316,spoon,,
green,0.14782478,316,background,,
silver,0.14782478,316,spoon,light_reflections,
green,0.14782478,316,background,light_reflections,
green,0.14782478,316,background,texture,
