colors,y,id,primary_concept,part,shapes
silver,0.03762375,951,spoon,,
black,0.0071565793,907,guitar,,
yellow,0.0071565793,907,background,,
blue,0.02542036,956,spatula,head,square
silver,0.00046744835,773,spoon,head,oval
silver,0.00046744835,773,spoon,handle,trapezoidal
silver,0.9478427,749,fork,,
olive,0.0076859365,775,background,,
silver,0.0076859365,775,spoon,head,round
silver,0.0076859365,775,spoon,handle,straight
silver,0.83113164,792,fork,spikes,rectangular
silver,0.83113164,792,fork,tail,circle
yellow,0.47062045,860,knife,handle,
yellow,0.47062045,860,background,,
silver,0.1717911,783,spoon,,oval
black,0.1717911,783,background,,square
black,0.01344091,927,spoon,,oval
green,0.01344091,927,background,,square
black,0.06988932,941,spatula,,
yellow,0.06988932,941,paper,,
brown,0.06988932,941,background,,
black,0.060158215,789,spatula,,
green,0.060158215,789,background,,
red,0.12833866,966,spatula,,
green,0.12833866,966,background,,
silver,0.041346915,865,spoon,,
green,0.041346915,865,background,,
silver,0.0063058636,719,spoon,,
olivedrab,0.0063058636,719,background,,
gold,0.0150169,878,spoon,,
gold,0.11198213,705,spatula,,
gray,0.4534595,959,fork,,fork
black,0.4534595,959,fork,handle,cylinder
gold,0.97039413,736,fork,,
green,0.97039413,736,background,,
white,0.5603138,875,background,,
silver,0.9300439,908,knife,,
bollywood,0.9300439,908,knife_handle,,
yellow,0.9300439,908,background,,
black,0.031238304,898,background,,
brown,0.031238304,898,spatula,head,
blue,0.604609,721,fork,top,long
silver,0.00045583592,778,spoon,,
yellow,0.00045583592,778,background,,
black,0.00801743,742,guitar,,
blue,0.014230685,688,spoon,,
gold,0.0026396718,715,spoon,head,oval
silver,0.79512465,734,knife,head,triangle
silver,0.79512465,734,knife,handle,oval
green,0.79512465,734,photo,background,square
silver,0.8415007,948,knife,,
green,0.8415007,948,background,,
violet,0.8415007,948,background,bottom-left,semicircle
white,0.03942535,765,spoon,top-left,rectangle
silver,0.00046305577,849,spoon,head,oval
silver,0.00046305577,849,spoon,handle,oval
green,0.00046305577,849,photo,background,square
black,0.010970586,969,spatula,,
gold,0.010970586,969,spatula,,
green,0.010970586,969,background,,
purple,0.010970586,969,spatula,side,
blue,0.010970586,969,spatula,shade,
silver,0.9632187,708,fork,,
green,0.9632187,708,background,,
golden,0.00032631587,841,spoon,,
green,0.00032631587,841,background,,
silver,0.95661515,930,knife,,
black,0.95661515,930,background,,
