colors,y,id,primary_concept,part,shapes
silver,0.96059716,951,spoon,,
black,0.0065052174,907,guitar,,
yellow,0.0065052174,907,background,,
blue,0.002797784,956,spatula,head,square
silver,0.99898463,773,spoon,head,oval
silver,0.99898463,773,spoon,handle,trapezoidal
silver,0.0036788792,749,fork,,
olive,0.99209243,775,background,,
silver,0.99209243,775,spoon,head,round
silver,0.99209243,775,spoon,handle,straight
silver,0.04394651,792,fork,spikes,rectangular
silver,0.04394651,792,fork,tail,circle
yellow,0.1711299,860,knife,handle,
yellow,0.1711299,860,background,,
silver,0.04455318,783,spoon,,oval
black,0.04455318,783,background,,square
black,0.0004268967,927,spoon,,oval
green,0.0004268967,927,background,,square
black,0.008893505,941,spatula,,
yellow,0.008893505,941,paper,,
brown,0.008893505,941,background,,
black,0.009530624,789,spatula,,
green,0.009530624,789,background,,
red,0.0018153568,966,spatula,,
green,0.0018153568,966,background,,
silver,0.9505312,865,spoon,,
green,0.9505312,865,background,,
silver,0.99127007,719,spoon,,
olivedrab,0.99127007,719,background,,
gold,0.98323846,878,spoon,,
gold,0.008363706,705,spatula,,
gray,0.065868154,959,fork,,fork
black,0.065868154,959,fork,handle,cylinder
gold,0.0077402797,736,fork,,
green,0.0077402797,736,background,,
white,0.0071404213,875,background,,
silver,0.04490795,908,knife,,
bollywood,0.04490795,908,knife_handle,,
yellow,0.04490795,908,background,,
black,0.0030994525,898,background,,
brown,0.0030994525,898,spatula,head,
blue,0.061255265,721,fork,top,long
silver,0.9993425,778,spoon,,
yellow,0.9993425,778,background,,
black,0.02570524,742,guitar,,
blue,0.9832386,688,spoon,,
gold,0.9960199,715,spoon,head,oval
silver,0.20102513,734,knife,head,triangle
silver,0.20102513,734,knife,handle,oval
green,0.20102513,734,photo,background,square
silver,0.042014506,948,knife,,
green,0.042014506,948,background,,
violet,0.042014506,948,background,bottom-left,semicircle
white,0.9517097,765,spoon,top-left,rectangle
silver,0.99947447,849,spoon,head,oval
silver,0.99947447,849,spoon,handle,oval
green,0.99947447,849,photo,background,square
black,0.0013055603,969,spatula,,
gold,0.0013055603,969,spatula,,
green,0.0013055603,969,background,,
purple,0.0013055603,969,spatula,side,
blue,0.0013055603,969,spatula,shade,
silver,0.022929156,708,fork,,
green,0.022929156,708,background,,
golden,0.9996524,841,spoon,,
green,0.9996524,841,background,,
silver,0.030760419,930,knife,,
black,0.030760419,930,background,,
