,modelname,classname,img1_id,img2_id,concepts_1,concepts_2,sum1,sum2,common_sum,diff,jaccard
0,inception_utensil_shape_bias,DINNER_CUTLERY,483,539,"primary_concept_tablespoon,primary_concept_background,color_silver,color_green","primary_concept_knife,primary_concept_background,color_grey,color_green",-0.09126211691852762,0.08015698502236582,0.043753765603341196,0.17141910194089344,0.33
1,inception_utensil_shape_bias,DINNER_CUTLERY,496,614,"primary_concept_spatula,primary_concept_background,color_brown,color_silver,color_green","primary_concept_spatula,color_darkviolet",0.1845844783277697,0.048073196915713004,0.0771808547863345,0.1365112814120567,0.17
2,inception_utensil_shape_bias,DINNER_CUTLERY,448,501,"primary_concept_spoon,color_aquamarine","primary_concept_fork,color_silver",0.0504340494151898,-0.0739855484126613,0.0,0.12441959782785111,0.0
3,inception_utensil_shape_bias,DINNER_CUTLERY,409,589,"primary_concept_spoon,primary_concept_background,color_silver,color_yellow","primary_concept_spoon,primary_concept_background,color_golden,color_yellow",0.06138646835578079,0.1063456299480138,0.056012507055198585,0.04495916159223301,0.6
4,inception_utensil_shape_bias,DINNER_CUTLERY,403,489,"primary_concept_spoon,primary_concept_background,color_silver,color_green","primary_concept_spoon,primary_concept_photo,color_silver,color_green",0.0827339547373592,0.21889414726321443,0.1470987563993594,0.13616019252585523,0.6
5,inception_utensil_shape_bias,DINNER_CUTLERY,483,489,"primary_concept_tablespoon,primary_concept_background,color_silver,color_green","primary_concept_spoon,primary_concept_photo,color_silver,color_green",-0.09126211691852762,0.21889414726321443,0.1134925285659236,0.310156264181742,0.33
6,inception_utensil_shape_bias,DINNER_CUTLERY,403,539,"primary_concept_spoon,primary_concept_background,color_silver,color_green","primary_concept_knife,primary_concept_background,color_grey,color_green",0.0827339547373592,0.08015698502236582,0.043753765603341196,0.0025769697149933823,0.33
7,inception_utensil_shape_bias,DINNER_CUTLERY,417,652,"primary_concept_shadow,primary_concept_background,primary_concept_spatula,color_green,color_silver","primary_concept_spoon,primary_concept_background,color_blue,color_green",0.191998641872077,0.24916477288595873,0.043753765603341196,0.05716613101388174,0.29
8,inception_utensil_shape_bias,DINNER_CUTLERY,489,539,"primary_concept_spoon,primary_concept_photo,color_silver,color_green","primary_concept_knife,primary_concept_background,color_grey,color_green",0.21889414726321443,0.08015698502236582,0.1081185672653414,0.13873716224084862,0.14
9,inception_utensil_shape_bias,DINNER_CUTLERY,501,634,"primary_concept_fork,color_silver","primary_concept_butter_knife,color_steel",-0.0739855484126613,-0.2527679262928369,0.0,0.1787823778801756,0.0
