,modelname,classname,img1_id,img2_id,concepts_1,concepts_2,sum1,sum2,common_sum,diff,jaccard
0,inception_utensil_color_bias,TEA_SPOON,172,296,"primary_concept_fork,primary_concept_background,color_silver,color_yellow","primary_concept_background,primary_concept_fork,color_yellow,color_golden",0.0914673040810281,0.7107190791961923,0.6216544993655655,0.6192517751151642,0.6
1,inception_utensil_color_bias,TEA_SPOON,140,237,"primary_concept_butter_knife,color_silver","primary_concept_knife,primary_concept_background,color_silver,color_green",-0.19669602629743577,0.16999087062427887,-0.5301871952845374,0.36668689692171463,0.2
2,inception_utensil_color_bias,TEA_SPOON,172,269,"primary_concept_fork,primary_concept_background,color_silver,color_yellow","primary_concept_fork,color_silver",0.0914673040810281,0.055929874093389786,0.055929874093389786,0.035537429987638314,0.5
3,inception_utensil_color_bias,TEA_SPOON,303,368,"primary_concept_spoon,color_silver","primary_concept_spoon,primary_concept_background,color_bronze,color_yellow",0.0514431699072585,0.7996313979121669,0.5816303651917959,0.7481882280049084,0.2
4,inception_utensil_color_bias,TEA_SPOON,269,296,"primary_concept_fork,color_silver","primary_concept_background,primary_concept_fork,color_yellow,color_golden",0.055929874093389786,0.7107190791961923,0.5861170693779272,0.6547892051028025,0.2
5,inception_utensil_color_bias,TEA_SPOON,269,276,"primary_concept_fork,color_silver","primary_concept_spoon,primary_concept_background,color_grey,color_green",0.055929874093389786,0.8869825675118118,0.0,0.831052693418422,0.0
6,inception_utensil_color_bias,TEA_SPOON,99,135,"primary_concept_spoon,primary_concept_background,color_silver,color_green","primary_concept_teaspoon,primary_concept_background,color_grey,color_green",0.2683719021982046,0.9410895101655973,0.21692873229094622,0.6727176079673927,0.33
7,inception_utensil_color_bias,TEA_SPOON,172,276,"primary_concept_fork,primary_concept_background,color_silver,color_yellow","primary_concept_spoon,primary_concept_background,color_grey,color_green",0.0914673040810281,0.8869825675118118,-0.3401412059935901,0.7955152634307837,0.14
8,inception_utensil_color_bias,TEA_SPOON,166,181,"primary_concept_spatula,primary_concept_background,color_black,color_yellow","primary_concept_spoon,primary_concept_background,color_brown,color_yellow",0.48104402146125336,0.7417782650376056,0.035537429987638314,0.2607342435763522,0.33
9,inception_utensil_color_bias,TEA_SPOON,316,344,"primary_concept_spoon,primary_concept_background,color_silver,color_green","primary_concept_spatula,color_black",0.2683719021982046,0.445506591473615,0.0,0.17713468927541037,0.0
