,modelname,classname,img1_id,img2_id,concepts_1,concepts_2,sum1,sum2,common_sum,diff,jaccard
0,inception_utensil_both_bias,DINNER_CUTLERY,778,908,"primary_concept_spoon,primary_concept_background,color_silver,color_yellow","primary_concept_knife,primary_concept_knife_handle,primary_concept_background,color_silver,color_bollywood,color_yellow",-0.32468165920611397,0.8451651787729905,0.1545321638403283,1.1698468379791045,0.43
1,inception_utensil_both_bias,DINNER_CUTLERY,849,969,"primary_concept_spoon,primary_concept_photo,color_silver,color_green","primary_concept_spatula,primary_concept_background,color_black,color_gold,color_green,color_purple,color_blue",-0.42786468707698044,-0.6448492075674044,-0.0785891190627509,0.21698452049042394,0.1
2,inception_utensil_both_bias,DINNER_CUTLERY,688,878,"primary_concept_spoon,color_blue","primary_concept_spoon,color_gold",-0.6242590810115478,-0.5032293725372304,-0.4792138230464423,0.12102970847431738,0.33
3,inception_utensil_both_bias,DINNER_CUTLERY,736,908,"primary_concept_fork,primary_concept_background,color_gold,color_green","primary_concept_knife,primary_concept_knife_handle,primary_concept_background,color_silver,color_bollywood,color_yellow",0.48319519348429574,0.8451651787729905,0.1388358449722465,0.36196998528869473,0.11
4,inception_utensil_both_bias,DINNER_CUTLERY,734,778,"primary_concept_knife,primary_concept_photo,color_silver,color_green","primary_concept_spoon,primary_concept_background,color_silver,color_yellow",0.45497026271292274,-0.32468165920611397,0.1299382550322127,0.7796519219190368,0.14
5,inception_utensil_both_bias,DINNER_CUTLERY,734,908,"primary_concept_knife,primary_concept_photo,color_silver,color_green","primary_concept_knife,primary_concept_knife_handle,primary_concept_background,color_silver,color_bollywood,color_yellow",0.45497026271292274,0.8451651787729905,0.5335593817756736,0.39019491606006773,0.25
6,inception_utensil_both_bias,DINNER_CUTLERY,736,778,"primary_concept_fork,primary_concept_background,color_gold,color_green","primary_concept_spoon,primary_concept_background,color_silver,color_yellow",0.48319519348429574,-0.32468165920611397,0.1388358449722465,0.8078768526904097,0.14
7,inception_utensil_both_bias,DINNER_CUTLERY,742,860,"primary_concept_guitar,color_black","primary_concept_knife,primary_concept_background,color_yellow",-0.2915145789449341,0.4282150355515765,0.0,0.7197296144965106,0.0
8,inception_utensil_both_bias,DINNER_CUTLERY,878,907,"primary_concept_spoon,color_gold","primary_concept_guitar,primary_concept_background,color_black,color_yellow",-0.5032293725372304,-0.2669206701368185,0.0,0.2363087024004119,0.0
9,inception_utensil_both_bias,DINNER_CUTLERY,715,907,"primary_concept_spoon,color_gold","primary_concept_guitar,primary_concept_background,color_black,color_yellow",-0.5032293725372304,-0.2669206701368185,0.0,0.2363087024004119,0.0
